step,episode,ep_reward,ep_length,ep_kills,ep_max_x,died
120326,6162,30.74,20,1,554.1,1
120349,6163,25.95,23,0,485.8,1
120362,6164,3.32,13,1,151.8,1
120382,6165,15.82,20,1,334.7,1
120395,6166,6.54,13,0,200.1,1
120406,6167,3.16,11,0,149.8,1
120419,6168,6.25,13,0,195.0,1
120431,6169,3.53,12,1,154.0,1
120444,6170,5.19,13,0,179.4,1
120457,6171,6.25,13,0,195.0,1
120477,6172,26.13,20,0,487.4,1
120498,6173,17.64,21,2,360.5,1
120511,6174,6.25,13,0,195.0,1
120523,6175,6.42,12,0,197.4,1
120542,6176,17.04,19,0,354.2,1
120555,6177,6.25,13,0,195.0,1
120568,6178,6.25,13,0,195.0,1
120581,6179,6.68,13,0,201.5,1
120594,6180,6.25,13,0,195.0,1
120607,6181,6.76,13,0,202.4,1
120620,6182,6.25,13,0,195.0,1
120633,6183,7.44,13,0,213.4,1
120664,6184,35.51,31,1,624.8,1
120677,6185,8.36,13,0,226.6,1
120690,6186,6.25,13,0,195.0,1
120702,6187,6.15,12,0,193.8,1
120715,6188,6.25,13,0,195.0,1
120728,6189,6.25,13,0,195.0,1
120741,6190,6.25,13,0,195.0,1
120753,6191,5.35,12,0,181.8,1
120766,6192,6.25,13,0,195.0,1
120802,6193,52.63,36,2,876.2,1
120823,6194,17.64,21,2,360.5,1
120836,6195,6.25,13,0,195.0,1
120858,6196,27.95,22,0,514.3,1
120871,6197,6.25,13,0,195.0,1
120884,6198,6.25,13,0,195.0,1
120897,6199,6.25,13,0,195.0,1
120910,6200,5.19,13,0,179.4,1
120923,6201,5.57,13,0,185.6,1
120936,6202,5.19,13,0,179.4,1
120954,6203,18.52,18,0,375.3,1
120985,6204,38.36,31,1,666.8,1
120997,6205,4.92,12,0,175.4,1
121018,6206,15.17,21,1,325.1,1
121031,6207,3.58,13,1,155.6,1
121050,6208,24.81,19,0,469.1,1
121062,6209,4.05,12,1,161.7,1
121075,6210,6.25,13,0,195.0,1
121088,6211,5.19,13,0,179.4,1
121101,6212,7.06,13,0,207.5,1
121125,6213,27.84,24,0,512.4,1
121138,6214,6.25,13,0,195.0,1
121173,6215,49.18,35,3,824.5,1
121191,6216,24.35,18,0,461.4,1
121213,6217,27.27,22,0,504.6,1
121226,6218,6.25,13,0,195.0,1
121245,6219,22.55,19,0,435.6,1
121266,6220,14.42,21,0,315.4,1
121279,6221,6.25,13,0,195.0,1
121299,6222,28.64,20,0,524.6,1
121312,6223,6.25,13,0,195.0,1
121325,6224,6.25,13,0,195.0,1
121337,6225,3.47,12,0,154.6,1
121350,6226,4.43,13,0,168.5,1
121363,6227,6.25,13,0,195.0,1
121376,6228,5.19,13,0,179.4,1
121410,6229,49.24,34,2,825.4,1
121431,6230,17.30,21,2,355.5,1
121462,6231,36.25,31,1,635.8,1
121480,6232,14.90,18,0,322.4,1
121492,6233,4.24,12,0,165.4,1
121505,6234,6.25,13,0,195.0,1
121518,6235,7.86,13,0,218.6,1
121530,6236,5.30,12,0,181.0,1
121543,6237,5.51,13,0,185.0,1
121577,6238,49.24,34,2,825.4,1
121589,6239,4.88,12,0,174.8,1
121602,6240,6.25,13,0,195.0,1
121615,6241,6.25,13,0,195.0,1
121636,6242,29.21,21,0,532.7,1
121657,6243,16.96,21,2,350.6,1
121670,6244,6.25,13,0,195.0,1
121683,6245,6.25,13,0,195.0,1
121707,6246,32.93,24,0,587.3,1
121720,6247,6.25,13,0,195.0,1
121733,6248,6.25,13,0,195.0,1
121752,6249,24.90,19,0,469.3,1
121764,6250,4.95,12,1,174.8,1
121785,6251,17.17,21,1,354.9,1
121803,6252,24.37,18,0,462.1,1
121815,6253,3.99,12,1,161.3,1
121834,6254,18.77,19,0,379.3,1
121846,6255,1.28,12,0,122.1,1
121858,6256,7.51,12,0,213.8,1
121870,6257,3.85,12,0,160.5,1
121883,6258,6.25,13,0,195.0,1
121908,6259,38.80,25,1,672.7,1
121921,6260,4.39,13,0,167.6,1
121934,6261,6.25,13,0,195.0,1
121947,6262,6.25,13,0,195.0,1
121960,6263,4.96,13,1,175.6,1
121971,6264,6.74,11,0,202.2,1
121984,6265,6.25,13,0,195.0,1
121997,6266,6.25,13,0,195.0,1
122010,6267,6.25,13,0,195.0,1
122023,6268,6.25,13,0,195.0,1
122036,6269,6.25,13,0,195.0,1
122056,6270,24.21,20,0,459.0,1
122069,6271,6.25,13,0,195.0,1
122082,6272,6.25,13,0,195.0,1
122102,6273,21.16,20,1,413.8,1
122125,6274,31.63,23,0,568.1,1
122138,6275,6.25,13,0,195.0,1
122151,6276,8.82,13,0,233.0,1
122171,6277,25.52,20,0,478.3,1
122182,6278,4.65,11,1,170.7,1
122202,6279,22.90,20,0,440.1,1
122215,6280,6.25,13,0,195.0,1
122235,6281,25.71,20,0,481.2,1
122254,6282,27.20,19,0,503.9,1
122266,6283,3.60,12,1,155.0,1
122284,6284,26.30,18,0,490.6,1
122295,6285,1.51,11,0,125.2,1
122308,6286,6.25,13,0,195.0,1
122337,6287,47.05,29,1,794.0,1
122349,6288,1.42,12,0,124.6,1
122360,6289,0.63,11,0,112.9,1
122377,6290,22.61,17,0,435.5,1
122390,6291,6.57,13,0,199.6,1
122403,6292,6.25,13,0,195.0,1
122416,6293,6.25,13,0,195.0,1
122429,6294,6.25,13,0,195.0,1
122442,6295,6.25,13,0,195.0,1
122463,6296,27.40,21,1,505.9,1
122475,6297,3.98,12,1,161.5,1
122488,6298,6.25,13,0,195.0,1
122491,6299,-7.49,3,0,0.8,1
122503,6300,6.84,12,0,203.9,1
122516,6301,7.75,13,0,217.0,1
122529,6302,6.25,13,0,195.0,1
122542,6303,5.19,13,0,179.4,1
122563,6304,15.64,21,1,332.0,1
122576,6305,5.63,13,0,185.9,1
122588,6306,5.28,12,0,180.8,1
122609,6307,19.29,21,0,387.5,1
122633,6308,29.06,24,0,530.6,1
122646,6309,5.19,13,0,179.4,1
122659,6310,5.60,13,0,186.1,1
122670,6311,5.66,11,0,186.6,1
122683,6312,6.25,13,0,195.0,1
122704,6313,23.85,21,1,453.0,1
122717,6314,5.19,13,0,179.4,1
122730,6315,6.25,13,0,195.0,1
122743,6316,6.59,13,0,199.9,1
122763,6317,27.23,20,1,502.5,1
122784,6318,26.82,21,1,496.5,1
122807,6319,29.37,23,1,534.9,1
122820,6320,6.25,13,0,195.0,1
122841,6321,16.35,21,1,342.8,1
122854,6322,6.25,13,0,195.0,1
122867,6323,6.25,13,0,195.0,1
122887,6324,21.35,20,0,417.4,1
122900,6325,7.14,13,0,208.3,1
122912,6326,3.80,12,0,158.9,1
122935,6327,35.37,23,1,622.2,1
122948,6328,6.25,13,0,195.0,1
122961,6329,6.25,13,0,195.0,1
122982,6330,16.65,21,2,345.9,1
122993,6331,5.68,11,0,186.6,1
123015,6332,29.87,22,0,542.5,1
123028,6333,6.25,13,0,195.0,1
123054,6334,39.85,26,2,688.0,1
123079,6335,30.11,25,0,546.8,1
123100,6336,17.01,21,1,352.5,1
123104,6337,-7.88,4,0,1.4,1
123117,6338,6.25,13,0,195.0,1
123128,6339,2.30,11,0,137.7,1
123141,6340,2.24,13,0,137.1,1
123154,6341,6.25,13,0,195.0,1
123167,6342,8.84,13,0,233.9,1
123180,6343,6.25,13,0,195.0,1
123192,6344,-4.97,12,0,30.5,1
123205,6345,6.25,13,0,195.0,1
123218,6346,6.25,13,0,195.0,1
123229,6347,3.97,11,0,161.5,1
123240,6348,4.67,11,0,172.5,1
123253,6349,5.19,13,0,179.4,1
123266,6350,3.90,13,1,160.0,1
123286,6351,20.07,20,1,398.1,1
123299,6352,6.25,13,0,195.0,1
123312,6353,6.25,13,0,195.0,1
123325,6354,6.25,13,0,195.0,1
123348,6355,32.74,23,0,585.1,1
123360,6356,3.92,12,0,160.7,1
123373,6357,6.25,13,0,195.0,1
123386,6358,6.25,13,0,195.0,1
123399,6359,6.25,13,0,195.0,1
123412,6360,10.00,13,0,250.1,1
123446,6361,48.10,34,1,809.7,1
123458,6362,4.71,12,0,172.8,1
123471,6363,6.25,13,0,195.0,1
123496,6364,30.11,25,0,546.8,1
123509,6365,6.25,13,0,195.0,1
123522,6366,6.25,13,0,195.0,1
123535,6367,6.25,13,0,195.0,1
123548,6368,6.25,13,0,195.0,1
123561,6369,8.62,13,0,230.4,1
123573,6370,4.16,12,0,164.4,1
123593,6371,24.40,20,0,462.7,1
123610,6372,14.21,17,0,312.9,1
123623,6373,6.25,13,0,195.0,1
123643,6374,22.65,20,0,436.5,1
123661,6375,22.19,18,0,429.4,1
123674,6376,6.25,13,0,195.0,1
123692,6377,21.57,18,0,420.2,1
123705,6378,6.25,13,0,195.0,1
123718,6379,6.25,13,0,195.0,1
123739,6380,26.70,21,0,495.7,1
123760,6381,16.21,21,2,339.4,1
123782,6382,25.18,22,0,473.8,1
123801,6383,24.00,19,0,456.6,1
123812,6384,3.20,11,0,150.1,1
123825,6385,6.25,13,0,195.0,1
123838,6386,6.25,13,0,195.0,1
123851,6387,6.25,13,0,195.0,1
123880,6388,40.48,29,1,698.5,1
123900,6389,16.25,20,1,341.7,1
123920,6390,28.17,20,0,517.5,1
123933,6391,6.25,13,0,195.0,1
123945,6392,6.91,12,0,204.9,1
123958,6393,7.04,13,0,206.9,1
123980,6394,28.07,22,1,515.5,1
123993,6395,8.78,13,0,233.0,1
124011,6396,20.40,18,0,403.1,1
124024,6397,6.25,13,0,195.0,1
124037,6398,6.25,13,0,195.0,1
124050,6399,1.76,13,0,128.9,1
124063,6400,6.25,13,0,195.0,1
124076,6401,11.25,13,0,268.4,1
124109,6402,54.70,33,1,906.5,1
124128,6403,20.81,19,1,408.7,1
124149,6404,16.21,21,2,339.4,1
124162,6405,7.50,13,0,213.4,1
124173,6406,1.94,11,1,131.2,1
124185,6407,10.25,12,0,254.7,1
124198,6408,6.25,13,0,195.0,1
124211,6409,6.25,13,0,195.0,1
124231,6410,25.21,20,0,473.8,1
124244,6411,6.25,13,0,195.0,1
124264,6412,24.27,20,0,460.0,1
124275,6413,-1.17,11,0,85.9,1
124294,6414,28.92,19,0,529.2,1
124307,6415,5.19,13,0,179.4,1
124320,6416,6.25,13,0,195.0,1
124333,6417,6.25,13,0,195.0,1
124353,6418,26.42,20,0,491.6,1
124364,6419,5.35,11,1,180.8,1
124382,6420,22.73,18,0,437.9,1
124406,6421,31.08,24,0,560.6,1
124429,6422,31.43,23,1,564.9,1
124442,6423,6.25,13,0,195.0,1
124455,6424,6.25,13,0,195.0,1
124468,6425,7.87,13,0,219.3,1
124481,6426,5.19,13,0,179.4,1
124494,6427,6.25,13,0,195.0,1
124507,6428,6.25,13,0,195.0,1
124520,6429,6.25,13,0,195.0,1
124533,6430,6.25,13,0,195.0,1
124552,6431,22.19,19,0,429.7,1
124565,6432,6.25,13,0,195.0,1
124581,6433,13.23,16,1,297.2,1
124594,6434,6.25,13,0,195.0,1
124607,6435,6.25,13,0,195.0,1
124620,6436,6.25,13,0,195.0,1
124633,6437,0.28,13,0,108.0,1
124644,6438,4.61,11,0,170.8,1
124657,6439,6.25,13,0,195.0,1
124670,6440,6.25,13,0,195.0,1
124683,6441,6.25,13,0,195.0,1
124696,6442,6.25,13,0,195.0,1
124731,6443,51.42,35,2,858.4,1
124752,6444,26.13,21,0,488.1,1
124764,6445,5.80,12,0,188.3,1
124777,6446,5.19,13,0,179.4,1
124790,6447,6.25,13,0,195.0,1
124803,6448,6.25,13,0,195.0,1
124815,6449,8.81,12,0,233.1,1
124827,6450,1.86,12,0,130.9,1
124840,6451,6.25,13,0,195.0,1
124858,6452,24.17,18,0,459.4,1
124870,6453,5.23,12,0,180.0,1
124883,6454,6.25,13,0,195.0,1
124896,6455,6.25,13,0,195.0,1
124908,6456,2.54,12,0,140.6,1
124921,6457,6.25,13,0,195.0,1
124946,6458,30.11,25,0,546.8,1
124959,6459,6.25,13,0,195.0,1
124971,6460,2.93,12,0,146.4,1
124983,6461,7.15,12,0,208.7,1
124996,6462,6.25,13,0,195.0,1
125016,6463,27.06,20,0,501.0,1
125029,6464,6.25,13,0,195.0,1
125050,6465,28.29,21,0,519.0,1
125063,6466,3.89,13,1,160.4,1
125076,6467,4.32,13,0,166.6,1
125089,6468,6.25,13,0,195.0,1
125107,6469,25.38,18,0,477.2,1
125119,6470,8.50,12,0,229.3,1
125140,6471,24.98,21,0,470.7,1
125160,6472,29.57,20,1,536.9,1
125173,6473,5.19,13,0,179.4,1
125186,6474,6.25,13,0,195.0,1
125199,6475,6.25,13,0,195.0,1
125224,6476,30.11,25,0,546.8,1
125237,6477,8.35,13,0,225.9,1
125250,6478,6.25,13,0,195.0,1
125263,6479,1.70,13,0,128.9,1
125297,6480,48.10,34,1,809.7,1
125310,6481,5.00,13,1,175.6,1
125335,6482,30.11,25,0,546.8,1
125356,6483,16.21,21,2,339.4,1
125387,6484,55.34,31,1,916.2,1
125400,6485,6.25,13,0,195.0,1
125413,6486,5.19,13,0,179.4,1
125437,6487,26.58,24,0,495.1,1
125458,6488,29.35,21,0,534.9,1
125471,6489,8.71,13,0,231.4,1
125484,6490,6.25,13,0,195.0,1
125497,6491,6.25,13,0,195.0,1
125532,6492,51.42,35,2,858.4,1
125544,6493,4.47,12,1,168.7,1
125557,6494,6.25,13,0,195.0,1
125570,6495,6.25,13,0,195.0,1
125583,6496,6.25,13,0,195.0,1
125596,6497,5.43,13,0,183.2,1
125632,6498,52.63,36,2,876.2,1
125662,6499,52.71,30,1,878.4,1
125675,6500,6.25,13,0,195.0,1
125696,6501,26.66,21,1,494.7,1
125709,6502,7.83,13,0,218.5,1
125722,6503,6.25,13,0,195.0,1
125735,6504,6.25,13,0,195.0,1
125748,6505,6.25,13,0,195.0,1
125761,6506,6.25,13,0,195.0,1
125774,6507,6.25,13,0,195.0,1
125787,6508,5.19,13,0,179.4,1
125799,6509,-0.23,12,0,100.2,1
125819,6510,23.32,20,1,445.0,1
125832,6511,6.25,13,0,195.0,1
125845,6512,6.65,13,0,201.1,1
125858,6513,6.25,13,0,195.0,1
125871,6514,6.25,13,0,195.0,1
125884,6515,6.25,13,0,195.0,1
125895,6516,0.85,11,0,115.5,1
125908,6517,6.25,13,0,195.0,1
125921,6518,6.25,13,0,195.0,1
125942,6519,12.60,21,1,288.0,1
125955,6520,6.25,13,0,195.0,1
125986,6521,36.24,31,1,635.6,1
126008,6522,27.32,22,1,503.8,1
126020,6523,4.53,12,1,168.7,1
126033,6524,6.14,13,0,193.4,1
126046,6525,8.50,13,0,228.1,1
126059,6526,7.74,13,0,216.9,1
126072,6527,6.25,13,0,195.0,1
126085,6528,5.19,13,0,179.4,1
126119,6529,48.10,34,1,809.7,1
126131,6530,5.79,12,1,187.1,1
126144,6531,3.27,13,0,152.3,1
126156,6532,1.92,12,1,130.8,1
126180,6533,29.54,24,1,536.8,1
126205,6534,30.11,25,0,546.8,1
126218,6535,10.75,13,0,262.0,1
126241,6536,26.70,23,0,496.2,1
126254,6537,7.66,13,0,215.6,1
126277,6538,30.51,23,0,552.5,1
126289,6539,6.00,12,0,192.5,1
126314,6540,30.11,25,0,546.8,1
126333,6541,22.68,19,0,436.6,1
126352,6542,19.70,19,0,393.6,1
126365,6543,4.96,13,0,176.5,1
126378,6544,5.19,13,0,179.4,1
126390,6545,4.50,12,0,169.3,1
126403,6546,6.25,13,0,195.0,1
126416,6547,6.25,13,0,195.0,1
126434,6548,24.87,18,0,469.1,1
126447,6549,6.25,13,0,195.0,1
126460,6550,6.25,13,0,195.0,1
126473,6551,6.25,13,0,195.0,1
126493,6552,17.92,20,2,364.6,1
126506,6553,6.25,13,0,195.0,1
126542,6554,52.63,36,2,876.2,1
126563,6555,17.39,21,2,356.9,1
126583,6556,21.42,20,0,418.0,1
126595,6557,2.75,12,1,142.5,1
126618,6558,28.62,23,1,523.2,1
126640,6559,31.85,22,1,570.5,1
126652,6560,7.47,12,0,212.8,1
126664,6561,6.06,12,0,192.5,1
126685,6562,27.69,21,0,511.1,1
126696,6563,1.43,11,0,124.7,1
126708,6564,5.04,12,0,177.2,1
126729,6565,16.21,21,2,339.4,1
126750,6566,20.34,21,1,401.2,1
126763,6567,6.25,13,0,195.0,1
126776,6568,6.25,13,0,195.0,1
126801,6569,30.11,25,0,546.8,1
126821,6570,18.01,20,0,368.2,1
126834,6571,6.25,13,0,195.0,1
126850,6572,22.05,16,0,427.6,1
126863,6573,6.25,13,0,195.0,1
126875,6574,4.42,12,1,167.1,1
126894,6575,23.94,19,0,455.4,1
126907,6576,8.03,13,0,221.4,1
126918,6577,4.27,11,0,166.2,1
126938,6578,21.68,20,1,420.9,1
126958,6579,23.40,20,0,447.7,1
126971,6580,6.25,13,0,195.0,1
126983,6581,6.07,12,0,192.6,1
127014,6582,51.06,31,1,853.6,1
127026,6583,5.66,12,1,185.3,1
127038,6584,2.25,12,0,136.1,1
127061,6585,29.47,23,1,535.7,1
127087,6586,29.30,26,0,534.5,1
127100,6587,6.25,13,0,195.0,1
127113,6588,6.25,13,0,195.0,1
127126,6589,6.25,13,0,195.0,1
127139,6590,6.25,13,0,195.0,1
127152,6591,6.25,13,0,195.0,1
127165,6592,6.25,13,0,195.0,1
127178,6593,6.25,13,0,195.0,1
127189,6594,3.00,11,0,147.5,1
127202,6595,10.76,13,0,261.6,1
127214,6596,5.89,12,0,189.9,1
127227,6597,6.25,13,0,195.0,1
127240,6598,6.25,13,0,195.0,1
127253,6599,8.80,13,0,233.0,1
127266,6600,8.84,13,0,233.3,1
127279,6601,6.25,13,0,195.0,1
127292,6602,6.25,13,0,195.0,1
127305,6603,6.25,13,0,195.0,1
127325,6604,23.56,20,1,448.5,1
127338,6605,6.25,13,0,195.0,1
127351,6606,6.25,13,0,195.0,1
127364,6607,6.25,13,0,195.0,1
127377,6608,6.25,13,0,195.0,1
127408,6609,52.41,31,1,873.9,1
127421,6610,6.25,13,0,195.0,1
127434,6611,6.25,13,0,195.0,1
127447,6612,5.19,13,0,179.4,1
127465,6613,25.97,18,0,486.2,1
127478,6614,6.25,13,0,195.0,1
127491,6615,6.25,13,0,195.0,1
127503,6616,2.50,12,0,139.8,1
127523,6617,28.66,20,1,524.6,1
127536,6618,6.25,13,0,195.0,1
127549,6619,6.25,13,0,195.0,1
127567,6620,21.24,18,0,416.0,1
127580,6621,6.25,13,0,195.0,1
127593,6622,8.49,13,0,227.9,1
127606,6623,6.25,13,0,195.0,1
127619,6624,7.57,13,0,214.3,1
127632,6625,6.25,13,0,195.0,1
127662,6626,46.86,30,1,791.8,1
127673,6627,3.09,11,0,148.5,1
127686,6628,6.25,13,0,195.0,1
127705,6629,19.69,19,0,393.5,1
127717,6630,4.51,12,0,170.0,1
127728,6631,1.84,11,0,130.1,1
127740,6632,4.22,12,0,166.3,1
127765,6633,32.98,25,1,587.7,1
127778,6634,8.07,13,0,221.8,1
127791,6635,6.25,13,0,195.0,1
127802,6636,3.16,11,1,148.5,1
127827,6637,30.11,25,0,546.8,1
127839,6638,8.49,12,0,227.9,1
127852,6639,6.25,13,0,195.0,1
127865,6640,6.25,13,0,195.0,1
127878,6641,6.25,13,0,195.0,1
127891,6642,7.46,13,0,213.4,1
127911,6643,28.98,20,2,527.3,1
127924,6644,6.25,13,0,195.0,1
127937,6645,6.25,13,0,195.0,1
127949,6646,3.87,12,1,160.2,1
127962,6647,5.19,13,0,179.4,1
127975,6648,6.20,13,0,195.3,1
127988,6649,6.25,13,0,195.0,1
128017,6650,47.95,29,2,806.2,1
128030,6651,6.25,13,0,195.0,1
128043,6652,6.25,13,0,195.0,1
128056,6653,6.60,13,0,201.3,1
128069,6654,8.26,13,0,224.4,1
128082,6655,8.73,13,0,232.0,1
128103,6656,15.50,21,1,330.0,1
128116,6657,6.25,13,0,195.0,1
128129,6658,6.25,13,0,195.0,1
128142,6659,6.25,13,0,195.0,1
128161,6660,16.69,19,0,349.4,1
128174,6661,5.19,13,0,179.4,1
128185,6662,1.60,11,1,126.2,1
128217,6663,55.53,32,1,919.5,1
128240,6664,30.81,23,1,555.2,1
128252,6665,4.12,12,0,163.7,1
128265,6666,6.25,13,0,195.0,1
128278,6667,6.25,13,0,195.0,1
128305,6668,39.82,27,1,688.6,1
128318,6669,6.25,13,0,195.0,1
128331,6670,4.32,13,0,166.6,1
128352,6671,30.00,21,1,543.2,1
128370,6672,15.63,18,0,332.9,1
128405,6673,51.42,35,2,858.4,1
128418,6674,6.25,13,0,195.0,1
128431,6675,7.70,13,0,216.9,1
128454,6676,28.55,23,1,522.6,1
128476,6677,26.15,22,0,487.5,1
128489,6678,6.25,13,0,195.0,1
128502,6679,6.25,13,0,195.0,1
128515,6680,6.25,13,0,195.0,1
128533,6681,15.73,18,0,335.0,1
128546,6682,6.25,13,0,195.0,1
128558,6683,4.40,12,0,168.1,1
128571,6684,7.39,13,0,211.7,1
128583,6685,6.56,12,0,200.1,1
128596,6686,6.25,13,0,195.0,1
128609,6687,6.25,13,0,195.0,1
128622,6688,6.25,13,0,195.0,1
128635,6689,6.25,13,0,195.0,1
128654,6690,22.31,19,0,431.1,1
128667,6691,0.68,13,0,113.0,1
128680,6692,6.25,13,0,195.0,1
128693,6693,6.25,13,0,195.0,1
128706,6694,6.25,13,0,195.0,1
128719,6695,6.25,13,0,195.0,1
128732,6696,6.25,13,0,195.0,1
128753,6697,22.53,21,0,435.3,1
128766,6698,6.25,13,0,195.0,1
128785,6699,22.29,19,0,430.9,1
128798,6700,8.61,13,0,229.7,1
128811,6701,5.34,13,0,182.2,1
128824,6702,6.25,13,0,195.0,1
128858,6703,49.24,34,2,825.4,1
128892,6704,48.10,34,1,809.7,1
128926,6705,52.53,34,1,874.5,1
128939,6706,6.25,13,0,195.0,1
128952,6707,7.83,13,0,218.5,1
128973,6708,17.24,21,1,356.2,1
128997,6709,33.83,24,0,601.8,1
129009,6710,4.19,12,0,165.2,1
129033,6711,27.81,24,0,512.3,1
129053,6712,20.40,20,0,404.2,1
129066,6713,7.36,13,0,212.2,1
129079,6714,6.25,13,0,195.0,1
129092,6715,6.25,13,0,195.0,1
129105,6716,6.25,13,0,195.0,1
129141,6717,52.63,36,2,876.2,1
129154,6718,6.25,13,0,195.0,1
129167,6719,6.25,13,0,195.0,1
129201,6720,48.10,34,1,809.7,1
129222,6721,22.43,21,1,431.9,1
129235,6722,6.25,13,0,195.0,1
129248,6723,6.25,13,0,195.0,1
129261,6724,6.25,13,0,195.0,1
129274,6725,6.25,13,0,195.0,1
129286,6726,5.44,12,0,183.1,1
129299,6727,6.25,13,0,195.0,1
129311,6728,5.03,12,0,177.4,1
129342,6729,38.95,31,1,675.2,1
129355,6730,6.25,13,0,195.0,1
129368,6731,6.25,13,0,195.0,1
129381,6732,6.25,13,0,195.0,1
129394,6733,6.25,13,0,195.0,1
129407,6734,6.25,13,0,195.0,1
129427,6735,25.99,20,0,485.5,1
129440,6736,5.19,13,0,179.4,1
129464,6737,32.04,24,0,574.8,1
129476,6738,7.40,12,0,211.9,1
129489,6739,6.25,13,0,195.0,1
129502,6740,6.25,13,0,195.0,1
129527,6741,30.11,25,0,546.8,1
129538,6742,-0.13,11,0,101.1,1
129550,6743,5.38,12,0,182.8,1
129563,6744,6.25,13,0,195.0,1
129576,6745,6.25,13,0,195.0,1
129588,6746,4.11,12,0,164.1,1
129612,6747,26.46,24,0,493.0,1
129625,6748,9.30,13,0,239.8,1
129644,6749,17.08,19,0,354.5,1
129657,6750,6.25,13,0,195.0,1
129670,6751,6.25,13,0,195.0,1
129682,6752,6.35,12,0,196.8,1
129701,6753,26.26,19,0,490.1,1
129719,6754,24.32,18,0,461.2,1
129732,6755,6.25,13,0,195.0,1
129745,6756,6.25,13,0,195.0,1
129756,6757,4.10,11,0,163.4,1
129769,6758,7.95,13,0,220.2,1
129780,6759,5.10,11,0,178.1,1
129793,6760,6.25,13,0,195.0,1
129815,6761,27.62,22,0,510.1,1
129828,6762,8.51,13,0,228.2,1
129839,6763,6.60,11,0,200.4,1
129852,6764,9.36,13,0,241.0,1
129871,6765,24.17,19,0,458.5,1
129884,6766,7.02,13,0,206.6,1
129897,6767,6.25,13,0,195.0,1
129926,6768,50.18,29,1,840.0,1
129939,6769,6.25,13,0,195.0,1
129952,6770,6.25,13,0,195.0,1
129965,6771,6.25,13,0,195.0,1
129978,6772,6.25,13,0,195.0,1
129991,6773,6.25,13,0,195.0,1
130004,6774,4.39,13,0,167.6,1
130017,6775,6.25,13,0,195.0,1
130046,6776,45.79,29,1,775.7,1
130059,6777,5.19,13,0,179.4,1
130093,6778,48.10,34,1,809.7,1
130113,6779,19.20,20,1,384.7,1
130134,6780,19.91,21,0,396.4,1
130153,6781,28.41,19,0,521.1,1
130166,6782,6.40,13,0,197.1,1
130179,6783,6.25,13,0,195.0,1
130200,6784,29.86,21,0,542.5,1
130213,6785,6.25,13,0,195.0,1
130234,6786,25.70,21,1,480.3,1
130253,6787,21.07,19,0,413.2,1
130265,6788,7.47,12,0,212.9,1
130277,6789,5.03,12,0,177.6,1
130287,6790,-3.16,10,0,57.7,1
130298,6791,-1.83,11,0,76.8,1
130311,6792,5.19,13,0,179.4,1
130346,6793,49.18,35,3,824.5,1
130366,6794,22.95,20,0,441.2,1
130387,6795,16.53,21,1,345.7,1
130400,6796,7.32,13,0,210.6,1
130422,6797,23.45,22,0,448.7,1
130432,6798,2.08,10,0,134.2,1
130467,6799,51.42,35,2,858.4,1
130488,6800,11.15,21,1,266.0,1
130500,6801,0.66,12,0,113.0,1
130521,6802,14.64,21,1,317.3,1
130534,6803,6.47,13,0,199.1,1
130552,6804,15.05,18,1,323.4,1
130565,6805,5.19,13,0,179.4,1
130589,6806,26.58,24,0,495.1,1
130610,6807,16.97,21,1,351.9,1
130623,6808,5.19,13,0,179.4,1
130658,6809,51.42,35,2,858.4,1
130682,6810,26.58,24,0,495.1,1
130694,6811,5.60,12,0,185.4,1
130714,6812,27.43,20,0,506.7,1
130735,6813,17.19,21,1,355.1,1
130756,6814,14.45,21,0,315.8,1
130769,6815,6.25,13,0,195.0,1
130800,6816,38.93,31,1,674.6,1
130813,6817,6.25,13,0,195.0,1
130826,6818,6.25,13,0,195.0,1
130837,6819,4.13,11,0,164.3,1
130850,6820,6.25,13,0,195.0,1
130863,6821,6.25,13,0,195.0,1
130876,6822,6.25,13,0,195.0,1
130897,6823,14.68,21,1,318.0,1
130908,6824,1.11,11,0,119.7,1
130939,6825,38.30,31,1,665.6,1
130960,6826,26.22,21,0,489.7,1
130971,6827,4.07,11,1,162.8,1
130983,6828,4.53,12,1,168.7,1
131004,6829,15.64,21,1,332.0,1
131026,6830,30.12,22,0,546.2,1
131047,6831,16.46,21,1,345.0,1
131060,6832,6.25,13,0,195.0,1
131073,6833,6.05,13,0,192.3,1
131098,6834,30.11,25,0,546.8,1
131118,6835,22.20,20,2,428.1,1
131130,6836,9.06,12,0,236.3,1
131152,6837,27.02,22,0,501.5,1
131163,6838,1.82,11,0,130.4,1
131185,6839,25.42,22,1,476.5,1
131198,6840,6.80,13,0,203.6,1
131211,6841,8.11,13,0,222.4,1
131224,6842,6.25,13,0,195.0,1
131237,6843,6.46,13,0,198.6,1
131250,6844,6.25,13,0,195.0,1
131281,6845,38.69,31,1,671.3,1
131294,6846,8.98,13,0,236.0,1
131307,6847,4.32,13,0,166.6,1
131320,6848,6.25,13,0,195.0,1
131333,6849,5.19,13,0,179.4,1
131346,6850,7.62,13,0,215.4,1
131363,6851,21.93,17,0,425.6,1
131376,6852,6.25,13,0,195.0,1
131389,6853,6.25,13,0,195.0,1
131402,6854,6.25,13,0,195.0,1
131430,6855,49.01,28,1,823.1,1
131442,6856,5.70,12,0,187.2,1
131455,6857,6.25,13,0,195.0,1
131468,6858,5.19,13,0,179.4,1
131487,6859,24.87,19,0,468.8,1
